Table Name,Function Name,Time,R/W,data1,data2,data3,data4,data5
accountStats,FetchBattleCount,3036.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,3036.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,3036.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,3066.927,R,lastActivity,,,,
accounts,FetchBattleCount,3066.937,R,banned,,,,
accountStats,FetchBattleCount,3066.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,3066.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,3066.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,3096.927,R,lastActivity,,,,
accounts,FetchBattleCount,3096.937,R,banned,,,,
accountStats,FetchBattleCount,3096.937,R,battleCount,,,,
accounts,FetchClassicSessionCount,3096.948,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,3096.948,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,3126.926,R,lastActivity,,,,
accounts,FetchBattleCount,3126.936,R,banned,,,,
accountStats,FetchBattleCount,3126.936,R,battleCount,,,,
accounts,FetchClassicSessionCount,3126.947,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,3126.947,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,3156.924,R,lastActivity,,,,
accounts,FetchBattleCount,3156.935,R,banned,,,,
accountStats,FetchBattleCount,3156.935,R,battleCount,,,,
accounts,FetchClassicSessionCount,3156.945,R,classicSessionPlayedCount,,,,
accountStats,FetchClassicSessionCount,3156.945,R,classicSessionPlayedCount,,,,
accounts,FetchPlayerCount,3186.926,R,lastActivity,,,,
accounts,FetchBattleCount,3186.936,R,banned,,,,
accountStats,FetchBattleCount,3186.937,R,battleCount,,,,
